Molecule ChEMBL ID,Smiles,Molecular Weight,#RO5 Violations,Standard Type,Standard Value,Standard Units,Bioactivity Class
CHEMBL132530,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,302.41,0.0,IC50,42.0,nM,Active
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.28,0.0,IC50,18500.0,nM,Inactive
CHEMBL307160,O=c1c2ccccc2oc2c([N+](=O)[O-])ccc(Cn3ccnc3)c12,321.29,0.0,IC50,970.0,nM,Intermediate
CHEMBL73071,CCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,316.53,1.0,IC50,43.0,nM,Active
CHEMBL488848,CCC[C@@H](O)C[C@H]1OC(=O)c2c(cc(OC)c(OC)c2O)[C@H]1O,326.35,0.0,IC50,15300.0,nM,Inactive
CHEMBL23646,COc1ccc2c(c1)CC(Cc1ccncc1)C2,239.32,0.0,IC50,240.0,nM,Intermediate
CHEMBL29482,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnc2)cc1,284.32,0.0,IC50,3.5,nM,Active
CHEMBL289766,CCCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,316.45,0.0,IC50,2400.0,nM,Inactive
CHEMBL132530,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,302.41,0.0,IC50,370.0,nM,Intermediate
CHEMBL3924170,COc1cnc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3cc4ccccc4oc3=O)cc2)nc1,478.49,0.0,IC50,6070.0,nM,Inactive
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31,0.0,IC50,29500.0,nM,Inactive
CHEMBL3793576,O=c1c(Cc2c[nH]cn2)coc2cc(F)ccc12,244.22,0.0,IC50,3100.0,nM,Inactive
CHEMBL2011180,COc1ccc2c(c1)C(=O)C(c1ccccc1)CO2,254.28,0.0,IC50,260.0,nM,Intermediate
CHEMBL2333334,O=c1c2ccccc2oc2c(OCC3CC3)ccc(Cn3ccnc3)c12,346.39,0.0,IC50,565.0,nM,Intermediate
CHEMBL442373,N#Cc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,301.31,0.0,IC50,2300.0,nM,Inactive
CHEMBL2179108,CCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,328.45,0.0,IC50,18100.0,nM,Inactive
CHEMBL307160,O=c1c2ccccc2oc2c([N+](=O)[O-])ccc(Cn3ccnc3)c12,321.29,0.0,IC50,970.0,nM,Intermediate
CHEMBL185809,COc1ccc2c(=O)c(-c3ccccc3)c(SCc3ccncc3)oc2c1,375.45,1.0,IC50,1600.0,nM,Inactive
CHEMBL1915161,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1CC1CC1,284.36,0.0,IC50,58600.0,nM,Inactive
CHEMBL3806159,O=S(=O)(c1ccc(F)c(F)c1)N1CCCC(Cn2ccnc2)C1,341.38,0.0,IC50,43.0,nM,Active
CHEMBL1915403,O=C(O)[C@@H]1Cc2c([nH]c3ccccc23)CN1Cc1ccc(O)cc1,322.36,0.0,IC50,10500.0,nM,Inactive
CHEMBL1629805,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,288.43,0.0,IC50,49.0,nM,Active
CHEMBL331522,CCCCCCCC[C@H]1C[C@](CC)(c2ccncc2)C(=O)NC1=O,330.47,0.0,IC50,2400.0,nM,Inactive
CHEMBL149238,CC1(c2ccc(N)cc2)CC(=O)NC1=O,204.23,0.0,IC50,12500.0,nM,Inactive
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,223.28,0.0,IC50,39.0,nM,Active
CHEMBL1939525,FC(F)(F)c1ccc(-c2nsc(-c3ccc(C(F)(F)F)cc3)n2)cc1,374.31,1.0,IC50,50000.0,nM,Inactive
CHEMBL3422037,CCC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,373.5,1.0,IC50,261.0,nM,Intermediate
CHEMBL3422051,CC/C(=C(/c1ccc(O)cc1)c1ccc(CCCN)cc1)c1ccccc1,357.5,1.0,IC50,7340.0,nM,Inactive
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.28,0.0,IC50,37000.0,nM,Inactive
CHEMBL5561326,CCOC(=O)C(=O)Nc1ccc(/C(=C(/C)c2cccc(Br)c2)c2ccccc2)cc1,464.36,1.0,IC50,350.0,nM,Intermediate
CHEMBL5559396,COc1ccc(/C(C)=C(/c2ccccc2)c2ccc(NC(=O)C(=O)O)cc2)cc1,387.44,0.0,IC50,900.0,nM,Intermediate
CHEMBL5555812,CCOC(=O)C(=O)c1cn(CCCCCNc2ccc(C(=C(C)c3ccccc3)c3ccccc3)cc2)c2ccccc12,570.73,2.0,IC50,54.0,nM,Active
CHEMBL313774,O=C1/C(=C/c2ccncc2)CCc2ccc(O)cc21,251.29,0.0,IC50,3000.0,nM,Inactive
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31,0.0,IC50,10.0,nM,Active
CHEMBL4453737,O=C(CCc1ccc(O)c(Cl)c1)NCc1csc(=O)[nH]1,312.78,0.0,IC50,21700.0,nM,Inactive
CHEMBL599442,N#Cc1ccc(-c2ccc(OS(N)(=O)=O)c(Cl)c2)cc1Cn1cncn1,389.82,0.0,IC50,146.0,nM,Intermediate
CHEMBL599455,N#Cc1cc(Cn2cncn2)cc(-c2ccccc2)c1,260.3,0.0,IC50,29.3,nM,Active
CHEMBL601840,N#Cc1cc(Cn2cncn2)cc(-c2ccc(O)cc2)c1,276.3,0.0,IC50,112.0,nM,Intermediate
CHEMBL489188,Clc1ccccc1CC(Cc1ccc(-c2ccccc2)cc1)n1ccnc1,372.9,1.0,IC50,1090.0,nM,Inactive
CHEMBL3623223,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,324.46,0.0,IC50,470.0,nM,Intermediate
CHEMBL90427,COc1cccc2c1CCC(Cc1ccncc1)C2=O,267.33,0.0,IC50,2200.0,nM,Inactive
CHEMBL28668,CCC(C)C1(c2ccc(N)cc2)CCC(=O)NC1=O,260.34,0.0,IC50,3000.0,nM,Inactive
CHEMBL3622064,N#Cc1ccc(N(Cc2ccc3c(Br)c(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,499.35,0.0,IC50,0.25,nM,Active
CHEMBL29230,CC(C)CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,274.36,0.0,IC50,400.0,nM,Intermediate
CHEMBL29521,CCCC(C)C1(c2ccc(N)cc2)CCC(=O)NC1=O,274.36,0.0,IC50,600.0,nM,Intermediate
CHEMBL29339,CCCCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,288.39,0.0,IC50,1500.0,nM,Inactive
CHEMBL10137,COc1ccc2c(c1)OC(c1ccccc1)/C(=C\c1ccncc1)C2=O,343.38,0.0,IC50,620.0,nM,Intermediate
CHEMBL4583456,COc1ccc2c(c1)O[C@@H](c1ccccc1)C[C@@H]2n1ccnc1,306.37,0.0,IC50,91.0,nM,Active
CHEMBL4465348,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2F)n2cnnc2)cc1,388.38,0.0,IC50,0.2,nM,Active
CHEMBL1915401,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1Cc1ccc(O)cc1,336.39,0.0,IC50,57400.0,nM,Inactive
CHEMBL179222,Brc1ccc2c(c1)CC/C2=C/c1ccncc1,286.17,0.0,IC50,3400.0,nM,Inactive
CHEMBL2208141,COc1cccc(-c2csc(-c3cccc(OC)c3)n2)c1,297.38,0.0,IC50,50000.0,nM,Inactive
CHEMBL589974,N#Cc1ccc(Cn2cncn2)cc1-c1cccc(Cl)c1,294.75,0.0,IC50,0.22,nM,Active
CHEMBL1173260,Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1F,279.31,0.0,IC50,2693.0,nM,Inactive
CHEMBL3622064,N#Cc1ccc(N(Cc2ccc3c(Br)c(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,499.35,0.0,IC50,0.25,nM,Active
CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,293.37,0.0,IC50,1.5,nM,Active
CHEMBL597403,CC(C)(C#N)c1cc(Cn2cncn2)cc(-c2ccc(OS(N)(=O)=O)cc2)c1,397.46,0.0,IC50,17.5,nM,Active
CHEMBL598629,NS(=O)(=O)Oc1ccc(-c2cccc(Cn3cncn3)c2)cc1,330.37,0.0,IC50,275.0,nM,Intermediate
CHEMBL589247,N#Cc1ccc(-c2cccc(O)c2)cc1Cn1cncn1,276.3,0.0,IC50,14.4,nM,Active
CHEMBL2011187,O=C1c2cc(F)ccc2OCC1c1ccccc1,242.25,0.0,IC50,32000.0,nM,Inactive
CHEMBL2011188,O=C1c2cc(Cl)ccc2OCC1c1ccccc1,258.7,0.0,IC50,5100.0,nM,Inactive
CHEMBL4099909,O=c1ccc2ccc(-c3ccccn3)cc2o1,223.23,0.0,IC50,10000.0,nM,Inactive
CHEMBL4105495,CCN(CC)c1ccc2cc(-c3ncco3)c(=O)oc2c1,284.31,0.0,IC50,10000.0,nM,Inactive
CHEMBL1088570,O=C(OC[C@@H](O)[C@@H](O)COC(=O)/C(Cc1ccc(O)cc1)=N\O)/C(Cc1ccc(O)cc1)=N\O,476.44,2.0,IC50,100000.0,nM,Inactive
CHEMBL468410,N#Cc1ccc(C(c2cccc3[nH]ccc23)n2ccnc2)cc1,298.35,0.0,IC50,18.7,nM,Active
CHEMBL598020,N#Cc1cc(Cn2cncn2)ccc1-c1ccc(O)c(Cl)c1,310.74,0.0,IC50,380.0,nM,Intermediate
CHEMBL597416,CC(C)(C#N)c1cc(Cn2cncn2)cc(-c2ccc(O)c(Cl)c2)c1,352.83,0.0,IC50,0.1,nM,Active
CHEMBL598628,N#Cc1cc(Cn2cncn2)cc(-c2ccc(OS(N)(=O)=O)c(Cl)c2)c1,389.82,0.0,IC50,80.0,nM,Active
CHEMBL586557,Cc1cc(O)c2c(c1-c1ccc3c(c1O)C(=O)C[C@](C)([C@@H]1OC(=O)C[C@@H]1C)O3)O[C@](C)([C@@H]1OC(=O)C[C@H]1O)CC2=O,566.56,2.0,IC50,24400.0,nM,Inactive
CHEMBL1629804,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,272.43,0.0,IC50,530.0,nM,Intermediate
CHEMBL1783178,N#Cc1ccc(C2CC(n3ccnc3)c3ccc4ccccc4c3O2)cc1,351.41,1.0,IC50,78.0,nM,Active
CHEMBL81134,CC12CCC3C(CCC4=CCCCC43C)C1C[C@H](Br)C2=O,351.33,1.0,IC50,5900.0,nM,Inactive
CHEMBL2282053,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1C/C(=C\c1cccc(OCCCn3ccnc3)c1)[C@@H]2O,502.7,2.0,IC50,9100.0,nM,Inactive
CHEMBL224787,COc1ccc2c(-c3ccccc3)c(Cn3ccnc3)c(=O)oc2c1,332.36,0.0,IC50,106.0,nM,Intermediate
CHEMBL225079,N#Cc1ccc([C@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,327.34,0.0,IC50,110.0,nM,Intermediate
CHEMBL361653,COc1ccc(-c2c(SCc3ccncc3)oc3cc(OC)ccc3c2=O)cc1,405.48,1.0,IC50,3100.0,nM,Inactive
CHEMBL387518,O=C1c2ccccc2-c2nnc(Cn3ccnc3)cc21,262.27,0.0,IC50,26600.0,nM,Inactive
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,223.28,0.0,IC50,41.0,nM,Active
CHEMBL2333336,O=c1c2ccccc2oc2c(O)ccc(Cn3ccnc3)c12,292.29,0.0,IC50,170.0,nM,Intermediate
CHEMBL2333332,CC(C)CCOc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,362.43,0.0,IC50,837.0,nM,Intermediate
CHEMBL349514,CCSC(C[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12)SCC,418.67,1.0,IC50,1000.0,nM,Intermediate
CHEMBL102409,O=C(Cc1ccncc1)OC1CCCCC1,219.28,0.0,IC50,300.0,nM,Intermediate
CHEMBL1170893,COc1cc(/C=C(\Cn2ccnc2)c2ccc(N)cc2)cc(OC)c1,335.41,0.0,IC50,36.0,nM,Active
CHEMBL1173335,CC(C)=C(c1ccncc1)c1ccc(-c2ccc(O)c(F)c2)cc1,319.38,1.0,IC50,5750.0,nM,Inactive
CHEMBL1172779,Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1O,277.32,0.0,IC50,2440.0,nM,Inactive
CHEMBL3622055,N#Cc1ccc(N(CCSc2ccc(O)c(Cl)c2)n2cnnc2)cc1,371.85,0.0,IC50,0.26,nM,Active
CHEMBL3622058,N#Cc1ccc(N(CCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,430.52,0.0,IC50,0.51,nM,Active
CHEMBL480321,N#Cc1ccc([C@@H](c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,434.28,0.0,IC50,14.3,nM,Active
CHEMBL3622363,Cn1nnc2ccc(C(c3ccc(OS(N)(=O)=O)cc3)n3cncn3)cc21,385.41,0.0,IC50,29.0,nM,Active
CHEMBL3622069,CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccccc2)c1,334.45,0.0,IC50,2.3,nM,Active
CHEMBL3622073,N#CC1(c2cc(Cn3cncn3)cc(Sc3ccc(OS(N)(=O)=O)cc3)c2)CCC1,441.54,0.0,IC50,20.7,nM,Active
CHEMBL431843,CC(C)(OC(=O)C12CC3CC(CC(C3)C1)C2)c1cccnc1,299.41,0.0,IC50,51000.0,nM,Inactive
CHEMBL84230,C[C@]12CCC3C(CC[C@H]4CC(=O)CC[C@]34C)C1CC=C2c1cccnc1,349.52,1.0,IC50,50000.0,nM,Inactive
CHEMBL302741,CC12CCC3C(C(=O)C=C4CCCCC43CO)C1CCC2=O,302.41,0.0,IC50,56000.0,nM,Inactive
CHEMBL179144,Fc1ccc2c(c1)CC/C2=C/c1ccncc1,225.27,0.0,IC50,800.0,nM,Intermediate
CHEMBL366570,Cc1ccc2c(c1)/C(=C\c1cccnc1)CC2,221.3,0.0,IC50,4600.0,nM,Inactive
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,223.28,0.0,IC50,30.0,nM,Active
CHEMBL169,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,456.71,1.0,IC50,32000.0,nM,Inactive
CHEMBL206070,CC1CC(c2cccnc2)=Cc2ccccc21,221.3,0.0,IC50,3551.0,nM,Inactive
CHEMBL205503,CCC1=C(c2cccnc2)CCc2ccccc21,235.33,0.0,IC50,1507.0,nM,Inactive
CHEMBL163420,N#CCCCC1CCCc2cncn21,189.26,0.0,IC50,92.9,nM,Active
CHEMBL1162951,COc1ccc(C2CC(=O)c3ccccc3O2)cc1CC=C(C)C,322.4,0.0,IC50,12100.0,nM,Inactive
CHEMBL355905,CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,331.42,0.0,IC50,860.0,nM,Intermediate
CHEMBL26065,O=C1/C(=C/c2ccncc2)Cc2cc(O)ccc21,237.26,0.0,IC50,21877.62,nM,Inactive
CHEMBL451201,N#Cc1ccc([C@@H](c2coc3ccccc3c2=O)n2ccnc2)cc1,327.34,0.0,IC50,630.0,nM,Intermediate
CHEMBL522917,O=c1c([C@@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,381.23,0.0,IC50,48.98,nM,Active
CHEMBL1825021,c1ccc(Cn2cncn2)cc1,159.19,0.0,IC50,4110.0,nM,Inactive
CHEMBL1825024,c1ccc(C(c2ccccc2)n2cncn2)cc1,235.29,0.0,IC50,1100.0,nM,Inactive
CHEMBL131921,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,284.27,0.0,IC50,34000.0,nM,Inactive
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31,0.0,IC50,4.2,nM,Active
CHEMBL2011175,Cc1ccc(C2COc3ccccc3C2=O)cc1,238.29,0.0,IC50,41000.0,nM,Inactive
CHEMBL1165711,COc1ccc2c(c1)OCC(c1ccccc1)C2=O,254.28,0.0,IC50,41000.0,nM,Inactive
CHEMBL2011184,COc1cc(OC)cc(C2COc3ccccc3C2=O)c1,284.31,0.0,IC50,11000.0,nM,Inactive
CHEMBL27879,CCCCCCCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,356.51,0.0,IC50,225.0,nM,Intermediate
CHEMBL2112309,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C(F)F)[C@@H]1CC[C@@H]2O,310.43,0.0,IC50,26000.0,nM,Inactive
CHEMBL387518,O=C1c2ccccc2-c2nnc(Cn3ccnc3)cc21,262.27,0.0,IC50,26630.0,nM,Inactive
CHEMBL225472,COc1ccc2c(Cn3ccnc3)cc(=O)oc2c1,256.26,0.0,IC50,280.0,nM,Intermediate
CHEMBL376371,c1ccc(C2(n3cncn3)c3ccccc3-c3ccccc32)cc1,309.37,0.0,IC50,3981.07,nM,Inactive
CHEMBL73368,CCCCCCCC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,386.66,1.0,IC50,50.0,nM,Active
CHEMBL475943,c1ccc(CN(Cc2cccc3ccsc23)n2ccnc2)cc1,319.43,0.0,IC50,9960.0,nM,Inactive
CHEMBL523973,CC(C)(C)c1ccc(CN(Cc2cccs2)n2ccnc2)cc1,325.48,0.0,IC50,580.0,nM,Intermediate
CHEMBL491825,CC(C)(C)c1ccc(CN(Cc2ccc(Cl)cc2Cl)n2ccnc2)cc1,388.34,1.0,IC50,1520.0,nM,Inactive
CHEMBL176886,CCOc1ccc2c(c1)CC/C2=C/c1cccnc1,251.33,0.0,IC50,7680.0,nM,Inactive
CHEMBL175962,C(=C1\CCc2ccccc21)\c1ccncc1,207.28,0.0,IC50,6700.0,nM,Inactive
CHEMBL175554,Clc1ccc2c(c1)CC/C2=C\c1ccncc1,241.72,0.0,IC50,5430.0,nM,Inactive
CHEMBL175799,Clc1ccc2c(c1)CC/C2=C/c1ccncc1,241.72,0.0,IC50,1990.0,nM,Inactive
CHEMBL370281,COc1ccc2c(c1)/C(=C\c1ccncc1)CC2,237.3,0.0,IC50,770.0,nM,Intermediate
CHEMBL370317,C(=C(c1ccccc1)c1ccccc1)c1cccnc1,257.34,0.0,IC50,3680.0,nM,Inactive
CHEMBL176098,COc1ccc2c(c1)CCC/C2=C/c1cccnc1,251.33,0.0,IC50,4000.0,nM,Inactive
CHEMBL475944,Clc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)s1,378.93,1.0,IC50,1070.0,nM,Inactive
CHEMBL489359,Clc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)c(Cl)c1,407.34,1.0,IC50,1240.0,nM,Inactive
CHEMBL205782,C1=C(c2cccnc2)Cc2ccccc21,193.25,0.0,IC50,36000.0,nM,Inactive
CHEMBL24593,c1ccc2c(c1)CC(Cc1ccncc1)C2,209.29,0.0,IC50,2400.0,nM,Inactive
CHEMBL464007,CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)ccc1O,422.48,1.0,IC50,9700.0,nM,Inactive
CHEMBL458395,O=C1C[C@@H](c2ccc(O)cc2O)Oc2cc(O)cc(O)c21,288.25,0.0,IC50,2200.0,nM,Inactive
CHEMBL1939543,Cc1cc(Br)ccc1-c1nsc(-c2ccc(Br)cc2C)n1,424.16,1.0,IC50,50000.0,nM,Inactive
CHEMBL4531367,COc1ccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3ccc(OC)cc3)c2)cc1,476.58,0.0,IC50,11600.0,nM,Inactive
CHEMBL4536389,O=S(=O)(NCc1cccc(CNS(=O)(=O)c2ccc(F)cc2)c1)c1ccc(F)cc1,452.5,0.0,IC50,2190.0,nM,Inactive
CHEMBL4567479,CC(=O)c1ccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3ccc(C(C)=O)cc3)c2)cc1,500.6,1.0,IC50,280.0,nM,Intermediate
CHEMBL4439561,O=[N+]([O-])c1cccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3cccc([N+](=O)[O-])c3)c2)c1,506.52,1.0,IC50,2750.0,nM,Inactive
CHEMBL321729,CC1CCC(OC(=O)Cc2ccncc2)CC1,233.31,0.0,IC50,2000.0,nM,Inactive
CHEMBL105044,CC1(OC(=O)Cc2ccncc2)CCCCC1,233.31,0.0,IC50,3200.0,nM,Inactive
CHEMBL93828,O=C1c2cccc(O)c2CCC1Cc1ccncc1,253.3,0.0,IC50,200.0,nM,Intermediate
CHEMBL92488,O=C1/C(=C/c2ccncc2)CCc2c(O)cccc21,251.29,0.0,IC50,690.0,nM,Intermediate
CHEMBL323546,O=C(Cc1ccncc1)Oc1ccccc1,213.24,0.0,IC50,13900.0,nM,Inactive
CHEMBL104126,CC(C)CC(C)OC(=O)Cc1ccncc1,221.3,0.0,IC50,9700.0,nM,Inactive
CHEMBL1215665,Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1,260.34,0.0,IC50,24500.0,nM,Inactive
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31,0.0,IC50,49.5,nM,Active
CHEMBL24014,Oc1ccc2c(c1)CC(Cc1ccncc1)C2,225.29,0.0,IC50,1900.0,nM,Inactive
CHEMBL23148,COc1cccc2c1CCC(Cc1ccncc1)C2,253.35,0.0,IC50,590.0,nM,Intermediate
CHEMBL3422034,NCCOc1ccc(/C(=C/c2ccccc2)c2ccc(O)cc2)cc1,331.42,0.0,IC50,6290.0,nM,Inactive
CHEMBL3407536,C[C@]12C=CC(=O)C=C1[C@@]1(CO1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,312.41,0.0,IC50,620.0,nM,Intermediate
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,223.28,0.0,IC50,52.0,nM,Active
CHEMBL24410,C=C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,312.45,0.0,IC50,320.0,nM,Intermediate
CHEMBL377766,O=c1c(Cn2ccnc2)c(-c2ccc(Br)cc2)oc2ccccc12,381.23,0.0,IC50,436.52,nM,Intermediate
CHEMBL4288256,O=S(=O)(c1cccc(OC(F)(F)F)c1)N1CCN(c2ccc(/C=C/c3cc(Cl)cc(Cn4ccnc4)c3)cc2)CC1,603.07,2.0,IC50,10000.0,nM,Inactive
CHEMBL4128368,O=S(=O)(N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1)C(F)(F)F,491.51,1.0,IC50,1000.0,nM,Intermediate
CHEMBL271794,CN(c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1OCc1ccccc1)S(C)(=O)=O,486.59,1.0,IC50,120.0,nM,Intermediate
CHEMBL269877,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc2ccccc2c1,398.42,1.0,IC50,25000.0,nM,Inactive
CHEMBL407092,N#Cc1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,373.37,0.0,IC50,25000.0,nM,Inactive
CHEMBL522917,O=c1c([C@@H](c2ccc(Br)cc2)n2ccnc2)coc2ccccc12,381.23,0.0,IC50,49.0,nM,Active
CHEMBL419131,COc1ccc2c(c1)C(=O)/C(=C/c1ccncc1)CC2,265.31,0.0,IC50,12882.5,nM,Inactive
CHEMBL91101,COc1cccc2c1CC/C(=C\c1ccncc1)C2=O,265.31,0.0,IC50,6309.57,nM,Inactive
CHEMBL388515,N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2ccnn2)cc1,303.3,0.0,IC50,95.5,nM,Active
CHEMBL211207,Brc1ccc(Cn2ccnc2)cc1,237.1,0.0,IC50,338.84,nM,Intermediate
CHEMBL158635,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,332.36,0.0,IC50,549.54,nM,Intermediate
CHEMBL409448,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc([N+](=O)[O-])cc1,393.36,0.0,IC50,25000.0,nM,Inactive
CHEMBL436515,CN(c1ccc([N+](=O)[O-])cc1OCCc1ccccc1)S(C)(=O)=O,350.4,0.0,IC50,520.0,nM,Intermediate
CHEMBL220774,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(Cl)cc1,356.79,0.0,IC50,290.0,nM,Intermediate
CHEMBL387386,Cc1ccc(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1,336.37,0.0,IC50,1750.0,nM,Inactive
CHEMBL437497,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCC1,300.34,0.0,IC50,870.0,nM,Intermediate
CHEMBL576579,Cc1cc2c(c(O)c1-c1ccc3c(c1O)C(=O)C[C@](C)([C@@H]1OC(=O)C[C@@H]1C)O3)C(=O)C[C@@](C)([C@@H]1OC(=O)C[C@H]1O)O2,566.56,2.0,IC50,16500.0,nM,Inactive
CHEMBL118266,c1cncc(-c2csc(-c3cccnc3)n2)c1,239.3,0.0,IC50,4.0,nM,Active
CHEMBL4229074,COc1ccc(O)c(-c2csc(-c3ncccn3)n2)c1,285.33,0.0,IC50,3000.88,nM,Inactive
CHEMBL3422050,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCCN)cc1)c1ccccc1,373.5,1.0,IC50,1240.0,nM,Inactive
CHEMBL268209,CCCCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,382.59,1.0,IC50,250.0,nM,Intermediate
CHEMBL83835,CC12CCC3C(CCC4=CCCCC43C(F)F)C1CCC2=O,308.41,1.0,IC50,1200.0,nM,Inactive
CHEMBL311077,CC(=O)OCC12CCCC=C1CCC1C2CCC2(C)C(OC(C)=O)CCC12,374.52,0.0,IC50,38000.0,nM,Inactive
CHEMBL3805733,O=S(=O)(c1ccc(OC2CCCC2)cc1)N1CCCC(Cn2ccnc2)C1,389.52,0.0,IC50,14.0,nM,Active
CHEMBL3622054,N#Cc1ccc(N(CCSc2ccc(O)cc2)n2cnnc2)cc1,337.41,0.0,IC50,0.28,nM,Active
CHEMBL297784,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,292.34,0.0,IC50,100000.0,nM,Inactive
CHEMBL2163646,COc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1,359.43,0.0,IC50,43.0,nM,Active
CHEMBL3818279,Fc1ccc(-c2cc(-n3cccc3)c3ccccc3n2)cc1,288.32,0.0,IC50,800.0,nM,Intermediate
CHEMBL3819184,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)C(n3ccnc3)C[C@@H]12,352.48,0.0,IC50,180.0,nM,Intermediate
CHEMBL3359959,O=C(Cn1ccnc1)c1cccc(OCc2ccccc2)c1,292.34,0.0,IC50,17464.0,nM,Inactive
