Molecule ChEMBL ID,Smiles,Molecular Weight,#RO5 Violations,Standard Type,Standard Value,Standard Units,Bioactivity Class
CHEMBL2430197,Cc1cn2cc(-c3ccc(O)c(O)c3O)nc2s1,262.29,0.0,IC50,3200.0,nM,Inactive
CHEMBL357775,CN1C(=O)CC(c2ccc(N)cc2)C1=O,204.23,0.0,IC50,10040.0,nM,Inactive
CHEMBL226999,N#Cc1ccc(N(Cc2ccc(C(F)(F)F)c(O)c2)n2cnnc2)cc1,359.31,0.0,IC50,0.4,nM,Active
CHEMBL226843,N#Cc1ccc(N(Cc2cc(Cl)c(O)c(Cl)c2)n2cnnc2)cc1,360.2,0.0,IC50,7.6,nM,Active
CHEMBL353571,CSCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,390.61,1.0,IC50,570.0,nM,Intermediate
CHEMBL164746,CSCCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,358.55,1.0,IC50,10000.0,nM,Inactive
CHEMBL4209034,c1cncc(-c2cc3ccccc3[nH]2)c1,194.24,0.0,IC50,3050.0,nM,Inactive
CHEMBL3794430,O=c1c(Cc2ccncc2)coc2ccccc12,237.26,0.0,IC50,6100.0,nM,Inactive
CHEMBL3794417,O=c1cc(Cc2ccncc2)oc2cc(F)ccc12,255.25,0.0,IC50,10000.0,nM,Inactive
CHEMBL2331704,COC(C)(C)c1cncc(-c2ccc3c(c2)CCc2nnc(C)n2-3)c1,334.42,0.0,IC50,11160.0,nM,Inactive
CHEMBL29864,CCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,246.31,0.0,IC50,11000.0,nM,Inactive
CHEMBL294878,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,254.24,0.0,IC50,2.0,nM,Active
CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,272.26,0.0,IC50,2.9,nM,Active
CHEMBL424960,Fc1ccc2c(c1)CC/C2=C\c1ccncc1,225.27,0.0,IC50,1550.0,nM,Inactive
CHEMBL371275,Fc1ccc2c(c1)CC/C2=C/c1ccnc2ccccc12,275.33,0.0,IC50,36000.0,nM,Inactive
CHEMBL4228031,Cn1c(-c2csc(-c3ncccn3)n2)nc2ccccc21,293.36,0.0,IC50,1984.4,nM,Inactive
CHEMBL421829,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc(Br)c12,355.19,0.0,IC50,89.0,nM,Active
CHEMBL24387,CC(C)[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,328.5,0.0,IC50,1100.0,nM,Inactive
CHEMBL288190,C[C@]12CCC(=O)C(O)=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,300.4,0.0,IC50,350.0,nM,Intermediate
CHEMBL285973,O=C1/C(=C\c2ccncc2)Cc2ccccc21,221.26,0.0,IC50,5500.0,nM,Inactive
CHEMBL365735,c1cncc(-c2ccc3ccccc3c2)c1,205.26,0.0,IC50,5727.0,nM,Inactive
CHEMBL8333,CCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,326.48,0.0,IC50,270.0,nM,Intermediate
CHEMBL3623216,C[C@]12CC(C#N)=C(O)C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,329.44,0.0,IC50,1019.8,nM,Inactive
CHEMBL3818338,C=CC[C@@H]1CC2=CCCC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,312.5,1.0,IC50,750.0,nM,Intermediate
CHEMBL2311553,O=C1CCc2cc(Cc3ccncc3)cc3c2N1CC3,264.33,0.0,IC50,2130.0,nM,Inactive
CHEMBL292899,c1cnc2c(c1)C(CCn1ccnc1)CCC2,227.31,0.0,IC50,380.0,nM,Intermediate
CHEMBL2333333,CCC(C)Oc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,348.4,0.0,IC50,575.0,nM,Intermediate
CHEMBL3415173,Cc1c(F)cncc1-c1cc(F)c2c(c1)CCc1nnc(C)n1-2,312.32,0.0,IC50,10000.0,nM,Inactive
CHEMBL5177928,COc1ccc2cc(/C=N/NC3=NC(=O)CS3)ccc2c1,299.36,0.0,IC50,42.0,nM,Active
CHEMBL4866633,C[C@H]1C[C@]2(O)O[C@@]1(C)C=C1CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]12,304.47,0.0,IC50,11800.0,nM,Inactive
CHEMBL2336858,COc1ccc(-n2c(Cn3ccnc3)cc3ccccc32)cc1,303.37,0.0,IC50,77.36,nM,Active
CHEMBL3219600,COc1ccc2c(c1)C(=O)/C(=C/c1c[nH]cn1)CC2,254.29,0.0,IC50,41.0,nM,Active
CHEMBL276915,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,238.24,0.0,IC50,30.5,nM,Active
CHEMBL175144,Clc1ccc2c(c1)/C(=C/c1c[nH]cn1)CCC2,244.72,0.0,IC50,120.0,nM,Intermediate
CHEMBL8315,C[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,298.43,0.0,IC50,520.0,nM,Intermediate
CHEMBL2312963,O=C1CCc2cc(C(c3ccncc3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c2N1CC3,476.42,1.0,IC50,246.0,nM,Intermediate
CHEMBL2111801,CCCCCCCC[C@H]1C[C@@](CC)(c2ccncc2)C(=O)NC1=O,330.47,0.0,IC50,3000.0,nM,Inactive
CHEMBL148903,Nc1ccc(C2CC(=O)NC2=O)cc1,190.2,0.0,IC50,10200.0,nM,Inactive
CHEMBL3753611,C[C@]12C=C(CCCc3ccccc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,402.58,1.0,IC50,140.0,nM,Intermediate
CHEMBL6031073,COC(C)C(=O)Nc1cccc(NC(C(N)=O)c2ccccc2)c1,327.38,0.0,IC50,50000.0,nM,Inactive
CHEMBL369603,Nc1ccc(C23CC2C(=O)N(Cc2ccccc2)C3=O)cc1,292.34,0.0,IC50,2000.0,nM,Inactive
CHEMBL5558656,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCOc2ccc(N(CC(F)(F)F)S(=O)(=O)C3CC4OC3C(c3ccc(-n5ccnc5)cc3)=C4c3ccc(O)cc3)cc2)C(C)(C)C)cc1,1110.29,,IC50,320.0,nM,Intermediate
CHEMBL5565514,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOc2ccc(N(CC(F)(F)F)S(=O)(=O)C3CC4OC3C(c3ccc(-n5ccnc5)cc3)=C4c3ccc(O)cc3)cc2)C(C)(C)C)cc1,1156.32,,IC50,320.0,nM,Intermediate
CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,606.78,2.0,IC50,100000.0,nM,Inactive
CHEMBL489,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,387.52,1.0,IC50,100000.0,nM,Inactive
CHEMBL5074047,CCC(CCc1c[nH]cn1)=C(c1ccc(O)cc1)c1ccc(O)cc1,334.42,0.0,IC50,52.0,nM,Active
CHEMBL421149,N#Cc1ccc(Cn2ccnc2)c2oc3ccccc3c(=O)c12,301.31,0.0,IC50,43.0,nM,Active
CHEMBL124118,CC[C@]1(c2ccncc2)C[C@@H](C)C(=O)NC1=O,232.28,0.0,IC50,93000.0,nM,Inactive
CHEMBL288712,CCCCCC1(c2ccncc2)CCC(=O)NC1=O,260.34,0.0,IC50,2500.0,nM,Inactive
CHEMBL413344,O=C1/C(=C/c2cnccn2)CCc2ccccc21,236.27,0.0,IC50,38000.0,nM,Inactive
CHEMBL353068,c1ccc2c(c1)CCC1C(c3cc[nH]n3)C21,210.28,0.0,IC50,51000.0,nM,Inactive
CHEMBL1630274,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,304.43,0.0,IC50,31.0,nM,Active
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,344.85,1.0,IC50,1.8,nM,Active
CHEMBL293122,C1=C(CCn2ccnc2)c2cccnc2CC1,225.29,0.0,IC50,500.0,nM,Intermediate
CHEMBL88412,CCCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,302.42,0.0,IC50,1600.0,nM,Inactive
CHEMBL291700,c1cn(CCC2CCCc3sccc32)cn1,232.35,0.0,IC50,440.0,nM,Intermediate
CHEMBL468419,Cl.N#Cc1ccc(C2CCCc3cncn32)cc1,259.74,0.0,IC50,6.4,nM,Active
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.28,0.0,IC50,8300.0,nM,Inactive
CHEMBL124230,CC[C@]1(c2ccncc2)C[C@H](C)C(=O)NC1=O,232.28,0.0,IC50,23000.0,nM,Inactive
CHEMBL457263,CC(C)=CCc1c(O)ccc(CCCc2ccc(O)cc2)c1O,312.41,0.0,IC50,40.0,ug.mL-1,Active
CHEMBL457261,CC(C)=CCC/C(C)=C/Cc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,438.48,1.0,IC50,40.0,ug.mL-1,Active
CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,272.26,0.0,IC50,17000.0,nM,Inactive
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,228.25,0.0,IC50,40.0,ug.mL-1,Active
CHEMBL5567374,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCOc2ccc(N(CC(F)(F)F)S(=O)(=O)C3CC4OC3C(c3ccc(-n5ccnc5)cc3)=C4c3ccc(O)cc3)cc2)C(C)(C)C)cc1,1124.32,,IC50,4600.0,nM,Inactive
CHEMBL5562607,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCOc2ccc(N(CC(F)(F)F)S(=O)(=O)C3CC4OC3C(c3ccc(-n5ccnc5)cc3)=C4c3ccc(O)cc3)cc2)C(C)(C)C)cc1,1138.35,,IC50,5200.0,nM,Inactive
CHEMBL5556708,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCOc2ccc(N(CC(F)(F)F)S(=O)(=O)C3CC4OC3C(c3ccc(-n5ccnc5)cc3)=C4c3ccc(O)cc3)cc2)C(C)(C)C)cc1,1152.37,,IC50,10000.0,nM,Inactive
CHEMBL5555317,Cc1ncsc1-c1ccc([C@@H](C)NC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@H](NC(=O)COCCOCCOCCOc2ccc(N(CC(F)(F)F)S(=O)(=O)C3CC4OC3C(c3ccc(-n5ccnc5)cc3)=C4c3ccc(O)cc3)cc2)C(C)(C)C)cc1,1200.37,,IC50,2600.0,nM,Inactive
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31,0.0,IC50,0.89,nM,Active
CHEMBL599238,CN(C)S(=O)(=O)Oc1ccc(-c2cc(Cn3cncn3)ccc2C#N)cc1Cl,417.88,0.0,IC50,2.4,nM,Active
CHEMBL599456,N#Cc1cc(Cn2cncn2)cc(-c2ccc(F)cc2)c1,278.29,0.0,IC50,19.0,nM,Active
CHEMBL1077603,C[C@]12CC[C@H](O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,288.43,0.0,IC50,182.81,nM,Intermediate
CHEMBL2058268,C[C@]12C[C@H]3O[C@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,288.43,0.0,IC50,1150.8,nM,Inactive
CHEMBL3754168,C[C@]12CCC(=O)C=C1C(Cc1ccccc1)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,374.52,1.0,IC50,77.98,nM,Active
CHEMBL5288833,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CCl)[C@@H]1CCC2=O,320.86,0.0,IC50,1399.59,nM,Inactive
CHEMBL484579,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CF)[C@@H]1CCC2=O,304.41,0.0,IC50,2999.16,nM,Inactive
CHEMBL5280814,CC(=O)OC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1=O,344.45,0.0,IC50,1499.68,nM,Inactive
CHEMBL185966,C=CCSc1oc2cc(OCc3ccccc3)ccc2c(=O)c1-c1ccc(OC)cc1,430.53,1.0,IC50,100000.0,nM,Inactive
CHEMBL1083665,O=c1c2ccccc2sc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,337.36,0.0,IC50,16.5,nM,Active
CHEMBL115452,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,340.38,0.0,IC50,40.0,ug.mL-1,Active
CHEMBL65328,Cc1ccc(C(C2Cc3ccccc3O2)n2cncn2)cc1,291.35,0.0,IC50,590.0,nM,Intermediate
CHEMBL410525,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,498.75,1.0,IC50,42.7,ug.mL-1,Active
CHEMBL3754378,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2c2ccccc2)cc1,492.66,1.0,IC50,1820.0,nM,Inactive
CHEMBL3752285,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3ccc4c(c3)OCO4)C[C@@H]12,416.52,1.0,IC50,6400.0,nM,Inactive
CHEMBL184952,COc1ccc2c(c1)OC(c1ccccc1)CC2n1cnnc1,307.35,0.0,IC50,31600.0,nM,Inactive
CHEMBL71152,CC12CCC3C(CC=C4C=CCCC43C)C1CCC2=O,270.42,0.0,IC50,340.0,nM,Intermediate
CHEMBL1173327,Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1N,275.36,0.0,IC50,25000.0,nM,Inactive
CHEMBL223874,c1ccc(C2(n3ccnc3)c3ccccc3-c3ccccc32)cc1,308.38,0.0,IC50,74.0,nM,Active
CHEMBL73279,CC12CCCC=C1CCC1C2CCC2(C)C1CC[C@@H]2O,274.45,0.0,IC50,0.36,nM,Active
CHEMBL2111917,CC(=O)O[C@@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,330.47,0.0,IC50,700.0,nM,Intermediate
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,223.28,0.0,IC50,4.5,nM,Active
CHEMBL72056,CCCCCCCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,386.66,1.0,IC50,50.0,nM,Active
CHEMBL294361,COc1ccc2c(c1)C1C(CC2)C1c1ccncc1,251.33,0.0,IC50,10000.0,nM,Inactive
CHEMBL39403,CCN1CCc2cccc(C(c3ccc(F)cc3)n3ccnc3)c21,321.4,0.0,IC50,61.5,nM,Active
CHEMBL419619,COc1cc2c(cc1Br)CCC1C(c3ccncc3)C21,330.23,0.0,IC50,1400.0,nM,Inactive
CHEMBL4753984,Oc1ccc(C(Cn2cncn2)=C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,385.42,0.0,IC50,3030.0,nM,Inactive
CHEMBL56059,C(\Cn1ccnc1)=C1/CCCc2occc21,214.27,0.0,IC50,6000.0,nM,Inactive
CHEMBL31215,N#Cc1ccc([C@@H]2CCCc3cncn32)cc1,223.28,0.0,IC50,16.98,nM,Active
CHEMBL224665,O=c1c([C@@H](c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,347.33,0.0,IC50,2.291,nM,Active
CHEMBL285155,COc1ccc2c(c1)C/C(=C/c1ccncc1)C2=O,251.28,0.0,IC50,6309.57,nM,Inactive
CHEMBL285973,O=C1/C(=C\c2ccncc2)Cc2ccccc21,221.26,0.0,IC50,5495.41,nM,Inactive
CHEMBL225128,CC(C)(c1ccc(C#N)cc1)n1ccnc1,211.27,0.0,IC50,95.5,nM,Active
CHEMBL163922,N#Cc1cccc(Cn2ccnc2)c1,183.21,0.0,IC50,3715.35,nM,Inactive
CHEMBL78322,O=c1c2ccccc2oc2c(Br)ccc(Cn3ccnc3)c12,355.19,0.0,IC50,933.25,nM,Intermediate
CHEMBL225497,COc1cc2c(cc1Br)CC[C@H]1[C@H](c3ccncc3)[C@@H]21,330.23,0.0,IC50,933.25,nM,Intermediate
CHEMBL2096872,COc1ccc2c(c1)[C@@H]1[C@H](CC2)[C@H]1c1ccncc1,251.33,0.0,IC50,10000.0,nM,Inactive
CHEMBL228985,COc1ccc2c(c1)OC(c1ccc(OCC=C(C)C)cc1)CC2=O,338.4,0.0,IC50,28650.0,nM,Inactive
CHEMBL558103,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)ccc1O,324.38,0.0,IC50,40950.0,nM,Inactive
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,1.0,IC50,900.0,nM,Intermediate
CHEMBL83422,CC12CCC3C(CCC4=CCCCC43C)C1C[C@@H](Br)C2=O,351.33,1.0,IC50,4100.0,nM,Inactive
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.28,0.0,IC50,250.0,mg kg-1,Intermediate
CHEMBL382679,Cn1ccc2cc(C(c3ccc(Cl)cc3)n3ccnc3)ccc21,321.81,0.0,IC50,23.7,nM,Active
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.28,0.0,IC50,29750.0,nM,Inactive
CHEMBL149238,CC1(c2ccc(N)cc2)CC(=O)NC1=O,204.23,0.0,IC50,10040.0,nM,Inactive
CHEMBL313485,CCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,288.39,0.0,IC50,3200.0,nM,Inactive
CHEMBL349822,N#Cc1ccc(Cn2ccnc2)cc1,183.21,0.0,IC50,15.0,nM,Active
CHEMBL71117,CC12CCC=CC1=CCC1C2CCC2(C)C1CC[C@@H]2O,272.43,0.0,IC50,18000.0,nM,Inactive
CHEMBL4224993,COc1ccc(-c2csc(-c3ncccn3)n2)cc1,269.33,0.0,IC50,3187.68,nM,Inactive
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,1.0,IC50,951.48,nM,Intermediate
CHEMBL2420678,Oc1ccc2ccc(-c3cccnc3)c(Cl)c2c1F,273.69,0.0,IC50,2000.0,nM,Inactive
CHEMBL2420674,Oc1ccc2ccc(-c3cccnc3)c(Cl)c2c1,255.7,0.0,IC50,2000.0,nM,Inactive
CHEMBL298720,c1cc2ccc(Cn3ccnc3)cc2cn1,209.25,0.0,IC50,1380.0,nM,Inactive
CHEMBL1630280,C[C@]12CC[C@@H](O)C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,304.43,0.0,IC50,670.0,nM,Intermediate
CHEMBL225178,O=c1cc(OCCn2ccnc2)c2ccccc2o1,256.26,0.0,IC50,758.58,nM,Intermediate
CHEMBL225499,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccccc3)cc2o1,332.36,0.0,IC50,151.36,nM,Intermediate
CHEMBL375046,COc1cc(Cn2ccnc2)c2ccc(=O)oc2c1,256.26,0.0,IC50,168.0,nM,Intermediate
CHEMBL427247,O=c1cc(Cn2ccnc2)c2ccccc2o1,226.24,0.0,IC50,2089.3,nM,Inactive
CHEMBL348913,OCc1ccc(C2CCCc3cncn32)cc1,228.29,0.0,IC50,14.3,nM,Active
CHEMBL287967,CCn1ccc2cccc(C(c3cccc(Cl)c3)n3ccnc3)c21,335.84,1.0,IC50,170.0,nM,Intermediate
CHEMBL116794,c1ccc2c(Cn3ccnc3)c[nH]c2c1,197.24,0.0,IC50,8689.6,nM,Inactive
CHEMBL5394706,c1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1,287.37,0.0,IC50,99.31,nM,Active
CHEMBL5436084,CCn1c(C(Cc2cccc(Cl)c2)n2ccnn2)c(C)c2cc(Br)ccc21,443.78,1.0,IC50,17498.47,nM,Inactive
CHEMBL5412410,O=C1/C(=C\c2ccncc2)Cc2c(O)cccc21,237.26,0.0,IC50,21978.6,nM,Inactive
CHEMBL540958,Cc1ccc(C(O)(c2ccccc2)c2cncnc2)cc1C,290.37,0.0,IC50,3198.9,nM,Inactive
CHEMBL29669,Clc1ccc(C(c2ccc(Cl)cc2)c2cncnc2)cc1,315.2,0.0,IC50,54.95,nM,Active
CHEMBL26208,Clc1ccc(C(Cl)(c2ccc(Cl)cc2)c2cncnc2)cc1,349.65,1.0,IC50,274.79,nM,Intermediate
CHEMBL336638,c1ccc(C(c2ccccc2)n2ccnc2)cc1,234.3,0.0,IC50,125.03,nM,Intermediate
CHEMBL137002,COc1ccccc1C(c1ccccc1)n1ccnc1,264.33,0.0,IC50,66.07,nM,Active
CHEMBL135396,OC(c1cccnc1)(c1cccc(Cl)c1)c1cccc(Cl)c1,330.21,0.0,IC50,4497.8,nM,Inactive
CHEMBL135921,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1c[nH]cn1,319.19,0.0,IC50,27.99,nM,Active
CHEMBL137589,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cn[nH]c1,319.19,0.0,IC50,29.99,nM,Active
CHEMBL137001,Clc1ccc(C(c2ccc(Cl)cc2)(c2cn[nH]c2)n2ccnc2)cc1,369.25,0.0,IC50,10.99,nM,Active
CHEMBL3622069,CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccccc2)c1,334.45,0.0,IC50,2.301,nM,Active
CHEMBL3622072,CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccc(OS(N)(=O)=O)c(Br)c2)c1,508.42,1.0,IC50,5.0,nM,Active
CHEMBL431843,CC(C)(OC(=O)C12CC3CC(CC(C3)C1)C2)c1cccnc1,299.41,0.0,IC50,51050.5,nM,Inactive
CHEMBL3622062,N#Cc1ccc(N(Cc2ccc3cc(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,420.45,0.0,IC50,62517.27,nM,Inactive
CHEMBL350072,Cc1ccc(C2CCCc3cncn32)cc1,212.3,0.0,IC50,27.04,nM,Active
CHEMBL1203757,Cc1ccc(C2CCCc3cncn32)cc1.Cl,248.76,0.0,IC50,17.6,nM,Active
CHEMBL1728910,N#Cc1ccc(Oc2cccnc2)cc1C#N,221.22,0.0,IC50,5030.0,nM,Inactive
CHEMBL24233,c1ccc2c(c1)CCC(Cc1ccncc1)C2,223.32,0.0,IC50,1200.0,nM,Inactive
CHEMBL176452,C=CCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,242.28,0.0,IC50,700.0,nM,Intermediate
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.28,0.0,IC50,10000.0,nM,Inactive
CHEMBL9298,N#Cc1ccc(C2CCCc3cncn32)cc1,223.28,0.0,IC50,52.0,nM,Active
CHEMBL223874,c1ccc(C2(n3ccnc3)c3ccccc3-c3ccccc32)cc1,308.38,0.0,IC50,74.0,nM,Active
CHEMBL224228,O=c1ccc2cc(Cn3ccnc3)ccc2o1,226.24,0.0,IC50,144.0,nM,Intermediate
CHEMBL224786,O=c1oc2ccccc2c(Cn2ccnc2)c1-c1ccccc1,302.33,0.0,IC50,5130.0,nM,Inactive
CHEMBL375292,Cc1ncc2c(n1)-c1ccccc1C2n1ccnc1,248.29,0.0,IC50,2818.38,nM,Inactive
CHEMBL437731,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1,318.33,0.0,IC50,51.29,nM,Active
CHEMBL224649,O=c1ccc2ccc(Cn3ccnc3)cc2o1,226.24,0.0,IC50,676.08,nM,Intermediate
CHEMBL206300,COc1ccc2c(c1)C=C(c1cccnc1)C2,223.28,0.0,IC50,36000.0,nM,Inactive
CHEMBL1094427,O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(OCc3ccc(-c4ccccc4)cc3)ccc12,527.65,2.0,IC50,85.0,nM,Active
CHEMBL1098737,O=C1/C(=C\c2cccnc2)C(c2ccc(Cl)cc2)Cn2cccc21,334.81,0.0,IC50,110.0,nM,Intermediate
CHEMBL389433,Clc1cccc(C(c2ccc3[nH]cnc3c2)n2ccnc2)c1,308.77,0.0,IC50,5.0,nM,Active
CHEMBL214932,Fc1ccc(CCCn2ccnc2)cc1,204.25,0.0,IC50,310.0,nM,Intermediate
CHEMBL195248,Fc1ccc2c(c1)CC/C2=C\c1cncnc1,226.25,0.0,IC50,7450.0,nM,Inactive
CHEMBL190848,COc1ccc2c(=O)c(-c3ccccc3)c(Sc3nccn3C)oc2c1,364.43,0.0,IC50,50000.0,nM,Inactive
CHEMBL23334,COc1cccc2c1C/C(=C/c1ccncc1)C2=O,251.29,0.0,IC50,3700.0,nM,Inactive
CHEMBL65590,Oc1cccc2c1CCC1C(c3ccncc3)C21,237.3,0.0,IC50,5000.35,nM,Inactive
CHEMBL304222,Oc1ccc2c(c1)CCC1C(c3ccncc3)C21,237.3,0.0,IC50,330.37,nM,Intermediate
CHEMBL1098424,Fc1ccc2ccc(Cn3ccnc3)cc2c1,226.25,0.0,IC50,159.96,nM,Intermediate
CHEMBL104126,CC(C)CC(C)OC(=O)Cc1ccncc1,221.3,0.0,IC50,9705.1,nM,Inactive
CHEMBL5405593,COc1ccc2c(c1)OC(c1cccc(OC)c1OC)CC2=O,314.34,0.0,IC50,6606.93,nM,Inactive
CHEMBL283671,FC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1,333.19,1.0,IC50,77.98,nM,Active
CHEMBL29952,Fc1ccc(C(F)(c2cncnc2)c2ccccc2Cl)cc1,316.74,0.0,IC50,1199.5,nM,Inactive
CHEMBL28465,OC(c1ccc(Br)cc1)(c1cncnc1)C1CC1,305.18,0.0,IC50,5395.11,nM,Inactive
CHEMBL336616,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cnccn1,331.2,0.0,IC50,93.97,nM,Active
CHEMBL334999,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cc[nH]n1,319.19,0.0,IC50,89.95,nM,Active
CHEMBL3622075,N#CC1(c2cc(Cn3cncn3)cc(Sc3ccc(OS(N)(=O)=O)cc3)c2)CC1,427.51,0.0,IC50,3.396,nM,Active
CHEMBL5411472,N#Cc1ccc(N(CCCCOc2ccc(O)cc2)n2cnnc2)cc1,349.39,0.0,IC50,4.395,nM,Active
CHEMBL5440424,N#Cc1ccc(N(CCCSc2ccc(O)cc2)n2cnnc2)cc1,351.44,0.0,IC50,0.2799,nM,Active
CHEMBL5395694,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(C(F)F)c2)n2cnnc2)cc1,420.4,0.0,IC50,4.395,nM,Active
